time,temperature_2m,relative_humidity_2m,precipitation_probability,windspeed_10m,weathercode,city,date,hour
2026-07-17 00:00:00,33.2,60.0,0.0,3.2,3,Delhi,2026-07-17,0
2026-07-17 01:00:00,32.5,65.0,0.0,2.3,3,Delhi,2026-07-17,1
2026-07-17 02:00:00,31.7,67.0,0.0,2.8,3,Delhi,2026-07-17,2
2026-07-17 03:00:00,31.1,69.0,0.0,4.0,3,Delhi,2026-07-17,3
2026-07-17 04:00:00,30.7,70.0,0.0,4.6,3,Delhi,2026-07-17,4
2026-07-17 05:00:00,30.3,72.0,0.0,4.6,2,Delhi,2026-07-17,5
2026-07-17 06:00:00,30.5,71.0,0.0,7.4,0,Delhi,2026-07-17,6
2026-07-17 07:00:00,31.8,60.0,0.0,8.2,1,Delhi,2026-07-17,7
2026-07-17 08:00:00,33.2,52.0,0.0,10.2,2,Delhi,2026-07-17,8
2026-07-17 09:00:00,34.4,49.0,0.0,10.6,1,Delhi,2026-07-17,9
2026-07-17 10:00:00,36.1,44.0,0.0,11.1,2,Delhi,2026-07-17,10
2026-07-17 11:00:00,37.1,41.0,4.0,10.9,51,Delhi,2026-07-17,11
2026-07-17 12:00:00,37.6,39.0,15.0,11.6,51,Delhi,2026-07-17,12
2026-07-17 13:00:00,38.1,38.0,30.0,11.4,51,Delhi,2026-07-17,13
2026-07-17 14:00:00,38.3,37.0,39.0,12.0,3,Delhi,2026-07-17,14
2026-07-17 15:00:00,38.3,37.0,38.0,12.5,3,Delhi,2026-07-17,15
2026-07-17 16:00:00,37.5,37.0,32.0,13.0,3,Delhi,2026-07-17,16
2026-07-17 17:00:00,36.9,39.0,25.0,12.4,3,Delhi,2026-07-17,17
2026-07-17 18:00:00,36.4,40.0,16.0,9.1,3,Delhi,2026-07-17,18
2026-07-17 19:00:00,35.4,46.0,6.0,5.3,3,Delhi,2026-07-17,19
2026-07-17 20:00:00,34.6,51.0,0.0,4.1,3,Delhi,2026-07-17,20
2026-07-17 21:00:00,33.8,57.0,1.0,3.9,3,Delhi,2026-07-17,21
2026-07-17 22:00:00,32.9,61.0,6.0,6.9,51,Delhi,2026-07-17,22
2026-07-17 23:00:00,32.4,64.0,10.0,4.8,3,Delhi,2026-07-17,23
2026-07-18 00:00:00,32.1,64.0,12.0,4.2,3,Delhi,2026-07-18,0
2026-07-18 01:00:00,31.8,63.0,14.0,6.7,3,Delhi,2026-07-18,1
2026-07-18 02:00:00,31.5,62.0,16.0,7.6,3,Delhi,2026-07-18,2
2026-07-18 03:00:00,31.0,64.0,18.0,6.7,3,Delhi,2026-07-18,3
2026-07-18 04:00:00,30.7,66.0,19.0,8.1,51,Delhi,2026-07-18,4
2026-07-18 05:00:00,28.7,80.0,22.0,11.4,80,Delhi,2026-07-18,5
2026-07-18 06:00:00,27.8,84.0,27.0,13.4,55,Delhi,2026-07-18,6
2026-07-18 07:00:00,28.2,79.0,34.0,13.3,51,Delhi,2026-07-18,7
2026-07-18 08:00:00,29.1,75.0,35.0,10.3,3,Delhi,2026-07-18,8
2026-07-18 09:00:00,30.2,69.0,27.0,9.4,3,Delhi,2026-07-18,9
2026-07-18 10:00:00,32.2,60.0,15.0,11.7,3,Delhi,2026-07-18,10
2026-07-18 11:00:00,33.8,54.0,6.0,12.1,3,Delhi,2026-07-18,11
2026-07-18 12:00:00,34.7,51.0,5.0,11.7,3,Delhi,2026-07-18,12
2026-07-18 13:00:00,35.7,49.0,6.0,11.5,3,Delhi,2026-07-18,13
2026-07-18 14:00:00,36.1,47.0,8.0,11.4,3,Delhi,2026-07-18,14
2026-07-18 15:00:00,36.1,46.0,8.0,11.3,3,Delhi,2026-07-18,15
2026-07-18 16:00:00,35.8,47.0,7.0,10.8,3,Delhi,2026-07-18,16
