time,temperature_2m,relative_humidity_2m,precipitation_probability,windspeed_10m,weathercode,city,date,hour
2026-06-08 00:00:00,32.5,43.0,0.0,11.2,0,Delhi,2026-06-08,0
2026-06-08 01:00:00,31.6,44.0,0.0,9.7,0,Delhi,2026-06-08,1
2026-06-08 02:00:00,30.9,45.0,0.0,9.3,0,Delhi,2026-06-08,2
2026-06-08 03:00:00,30.4,46.0,0.0,9.1,0,Delhi,2026-06-08,3
2026-06-08 04:00:00,29.9,47.0,0.0,9.1,0,Delhi,2026-06-08,4
2026-06-08 05:00:00,29.6,48.0,0.0,9.0,0,Delhi,2026-06-08,5
2026-06-08 06:00:00,30.1,47.0,0.0,8.5,0,Delhi,2026-06-08,6
2026-06-08 07:00:00,31.7,43.0,0.0,7.6,0,Delhi,2026-06-08,7
2026-06-08 08:00:00,33.9,36.0,0.0,8.2,0,Delhi,2026-06-08,8
2026-06-08 09:00:00,36.3,32.0,0.0,10.5,0,Delhi,2026-06-08,9
2026-06-08 10:00:00,37.8,33.0,0.0,12.4,0,Delhi,2026-06-08,10
2026-06-08 11:00:00,39.6,26.0,0.0,12.6,0,Delhi,2026-06-08,11
2026-06-08 12:00:00,40.8,22.0,0.0,13.7,1,Delhi,2026-06-08,12
2026-06-08 13:00:00,41.5,18.0,0.0,14.5,1,Delhi,2026-06-08,13
2026-06-08 14:00:00,41.3,16.0,0.0,15.1,0,Delhi,2026-06-08,14
2026-06-08 15:00:00,41.5,15.0,0.0,13.5,0,Delhi,2026-06-08,15
2026-06-08 16:00:00,41.2,15.0,0.0,13.7,0,Delhi,2026-06-08,16
2026-06-08 17:00:00,40.5,16.0,0.0,12.8,0,Delhi,2026-06-08,17
2026-06-08 18:00:00,39.8,16.0,0.0,11.6,0,Delhi,2026-06-08,18
2026-06-08 19:00:00,38.9,18.0,0.0,10.3,0,Delhi,2026-06-08,19
2026-06-08 20:00:00,38.2,19.0,0.0,6.0,0,Delhi,2026-06-08,20
2026-06-08 21:00:00,36.9,21.0,0.0,4.0,0,Delhi,2026-06-08,21
2026-06-08 22:00:00,35.5,25.0,0.0,2.4,0,Delhi,2026-06-08,22
2026-06-08 23:00:00,34.6,28.0,0.0,2.6,0,Delhi,2026-06-08,23
2026-06-09 00:00:00,33.6,31.0,0.0,4.2,0,Delhi,2026-06-09,0
2026-06-09 01:00:00,32.5,33.0,0.0,6.5,0,Delhi,2026-06-09,1
2026-06-09 02:00:00,31.6,34.0,0.0,6.4,0,Delhi,2026-06-09,2
2026-06-09 03:00:00,31.2,39.0,0.0,1.0,0,Delhi,2026-06-09,3
2026-06-09 04:00:00,31.2,35.0,0.0,5.6,0,Delhi,2026-06-09,4
2026-06-09 05:00:00,31.5,32.0,0.0,7.0,0,Delhi,2026-06-09,5
2026-06-09 06:00:00,32.1,32.0,0.0,7.3,0,Delhi,2026-06-09,6
2026-06-09 07:00:00,32.8,34.0,0.0,9.4,0,Delhi,2026-06-09,7
2026-06-09 08:00:00,34.7,35.0,0.0,11.0,0,Delhi,2026-06-09,8
2026-06-09 09:00:00,36.8,33.0,0.0,12.0,0,Delhi,2026-06-09,9
2026-06-09 10:00:00,38.6,29.0,0.0,12.2,0,Delhi,2026-06-09,10
2026-06-09 11:00:00,40.2,26.0,0.0,11.4,0,Delhi,2026-06-09,11
2026-06-09 12:00:00,41.5,22.0,0.0,11.1,0,Delhi,2026-06-09,12
2026-06-09 13:00:00,42.4,18.0,0.0,13.3,0,Delhi,2026-06-09,13
2026-06-09 14:00:00,42.8,17.0,0.0,14.1,0,Delhi,2026-06-09,14
2026-06-09 15:00:00,42.7,17.0,1.0,14.3,0,Delhi,2026-06-09,15
2026-06-09 16:00:00,42.3,17.0,3.0,14.7,0,Delhi,2026-06-09,16
2026-06-09 17:00:00,41.7,18.0,4.0,15.0,0,Delhi,2026-06-09,17
2026-06-09 18:00:00,40.9,19.0,3.0,13.5,0,Delhi,2026-06-09,18
2026-06-09 19:00:00,39.8,20.0,1.0,6.1,0,Delhi,2026-06-09,19
2026-06-09 20:00:00,38.6,23.0,0.0,3.9,0,Delhi,2026-06-09,20
2026-06-09 21:00:00,37.9,26.0,0.0,2.8,0,Delhi,2026-06-09,21
2026-06-09 22:00:00,37.6,32.0,0.0,0.6,0,Delhi,2026-06-09,22
2026-06-09 23:00:00,36.5,27.0,0.0,3.3,0,Delhi,2026-06-09,23
2026-06-10 00:00:00,35.2,31.0,0.0,4.2,0,Delhi,2026-06-10,0
2026-06-10 01:00:00,34.5,33.0,0.0,4.2,0,Delhi,2026-06-10,1
2026-06-10 02:00:00,34.0,34.0,0.0,9.5,0,Delhi,2026-06-10,2
2026-06-10 03:00:00,33.6,34.0,0.0,11.8,0,Delhi,2026-06-10,3
2026-06-10 04:00:00,33.6,35.0,0.0,11.4,0,Delhi,2026-06-10,4
2026-06-10 05:00:00,32.8,39.0,2.0,10.1,51,Delhi,2026-06-10,5
2026-06-10 06:00:00,32.8,41.0,9.0,7.6,0,Delhi,2026-06-10,6
2026-06-10 07:00:00,33.7,41.0,17.0,9.1,0,Delhi,2026-06-10,7
