time,temperature_2m,relative_humidity_2m,precipitation_probability,windspeed_10m,weathercode,city,date,hour
2026-06-26 00:00:00,33.0,46.0,0.0,4.9,1,Delhi,2026-06-26,0
2026-06-26 01:00:00,32.9,48.0,0.0,1.5,0,Delhi,2026-06-26,1
2026-06-26 02:00:00,32.4,50.0,0.0,2.7,0,Delhi,2026-06-26,2
2026-06-26 03:00:00,32.1,52.0,0.0,3.1,0,Delhi,2026-06-26,3
2026-06-26 04:00:00,31.3,54.0,0.0,6.4,0,Delhi,2026-06-26,4
2026-06-26 05:00:00,30.7,57.0,0.0,4.2,0,Delhi,2026-06-26,5
2026-06-26 06:00:00,31.1,56.0,0.0,4.6,0,Delhi,2026-06-26,6
2026-06-26 07:00:00,32.5,51.0,0.0,6.9,0,Delhi,2026-06-26,7
2026-06-26 08:00:00,34.0,46.0,0.0,7.0,0,Delhi,2026-06-26,8
2026-06-26 09:00:00,35.9,40.0,0.0,5.4,0,Delhi,2026-06-26,9
2026-06-26 10:00:00,37.7,35.0,0.0,5.0,0,Delhi,2026-06-26,10
2026-06-26 11:00:00,39.1,31.0,0.0,5.8,0,Delhi,2026-06-26,11
2026-06-26 12:00:00,40.0,30.0,8.0,7.3,1,Delhi,2026-06-26,12
2026-06-26 13:00:00,40.2,29.0,18.0,7.3,1,Delhi,2026-06-26,13
2026-06-26 14:00:00,40.7,28.0,29.0,7.3,3,Delhi,2026-06-26,14
2026-06-26 15:00:00,40.1,29.0,41.0,10.7,3,Delhi,2026-06-26,15
2026-06-26 16:00:00,38.1,35.0,53.0,4.7,95,Delhi,2026-06-26,16
2026-06-26 17:00:00,37.9,34.0,57.0,5.5,51,Delhi,2026-06-26,17
2026-06-26 18:00:00,37.3,35.0,48.0,1.8,1,Delhi,2026-06-26,18
2026-06-26 19:00:00,36.6,39.0,30.0,2.3,0,Delhi,2026-06-26,19
2026-06-26 20:00:00,35.8,42.0,16.0,2.9,0,Delhi,2026-06-26,20
2026-06-26 21:00:00,35.0,47.0,8.0,4.8,0,Delhi,2026-06-26,21
2026-06-26 22:00:00,34.3,51.0,3.0,4.0,0,Delhi,2026-06-26,22
2026-06-26 23:00:00,33.7,52.0,0.0,4.8,0,Delhi,2026-06-26,23
2026-06-27 00:00:00,33.1,53.0,0.0,4.1,0,Delhi,2026-06-27,0
2026-06-27 01:00:00,32.6,55.0,0.0,2.8,0,Delhi,2026-06-27,1
2026-06-27 02:00:00,32.2,58.0,0.0,1.9,0,Delhi,2026-06-27,2
2026-06-27 03:00:00,31.9,59.0,1.0,2.4,0,Delhi,2026-06-27,3
2026-06-27 04:00:00,31.8,59.0,1.0,2.7,0,Delhi,2026-06-27,4
2026-06-27 05:00:00,31.5,59.0,2.0,2.9,0,Delhi,2026-06-27,5
2026-06-27 06:00:00,31.9,58.0,2.0,5.1,0,Delhi,2026-06-27,6
2026-06-27 07:00:00,33.3,53.0,2.0,4.4,0,Delhi,2026-06-27,7
2026-06-27 08:00:00,35.5,44.0,2.0,5.2,0,Delhi,2026-06-27,8
2026-06-27 09:00:00,37.2,38.0,2.0,7.6,0,Delhi,2026-06-27,9
2026-06-27 10:00:00,37.9,37.0,3.0,8.0,51,Delhi,2026-06-27,10
2026-06-27 11:00:00,38.8,35.0,6.0,7.2,0,Delhi,2026-06-27,11
2026-06-27 12:00:00,39.6,33.0,13.0,7.2,1,Delhi,2026-06-27,12
2026-06-27 13:00:00,40.0,32.0,22.0,8.0,1,Delhi,2026-06-27,13
2026-06-27 14:00:00,40.4,31.0,29.0,10.1,1,Delhi,2026-06-27,14
2026-06-27 15:00:00,40.0,32.0,34.0,11.2,1,Delhi,2026-06-27,15
2026-06-27 16:00:00,39.5,32.0,38.0,11.0,0,Delhi,2026-06-27,16
2026-06-27 17:00:00,38.8,34.0,39.0,12.3,0,Delhi,2026-06-27,17
2026-06-27 18:00:00,38.1,34.0,36.0,11.4,0,Delhi,2026-06-27,18
2026-06-27 19:00:00,37.1,38.0,29.0,9.4,95,Delhi,2026-06-27,19
2026-06-27 20:00:00,35.8,45.0,22.0,8.3,53,Delhi,2026-06-27,20
2026-06-27 21:00:00,35.2,50.0,14.0,1.9,51,Delhi,2026-06-27,21
2026-06-27 22:00:00,35.0,54.0,6.0,1.9,0,Delhi,2026-06-27,22
2026-06-27 23:00:00,34.5,53.0,0.0,3.1,0,Delhi,2026-06-27,23
2026-06-28 00:00:00,33.9,57.0,0.0,2.9,0,Delhi,2026-06-28,0
2026-06-28 01:00:00,33.3,60.0,0.0,2.4,0,Delhi,2026-06-28,1
2026-06-28 02:00:00,32.7,62.0,0.0,2.8,0,Delhi,2026-06-28,2
2026-06-28 03:00:00,32.4,62.0,2.0,2.9,0,Delhi,2026-06-28,3
2026-06-28 04:00:00,32.0,60.0,4.0,4.0,0,Delhi,2026-06-28,4
2026-06-28 05:00:00,31.4,62.0,6.0,4.1,0,Delhi,2026-06-28,5
2026-06-28 06:00:00,31.5,60.0,6.0,4.8,0,Delhi,2026-06-28,6
2026-06-28 07:00:00,32.4,56.0,6.0,4.8,0,Delhi,2026-06-28,7
2026-06-28 08:00:00,34.2,50.0,6.0,3.8,0,Delhi,2026-06-28,8
2026-06-28 09:00:00,36.2,44.0,6.0,3.6,0,Delhi,2026-06-28,9
2026-06-28 10:00:00,38.0,39.0,6.0,3.4,95,Delhi,2026-06-28,10
2026-06-28 11:00:00,39.4,35.0,8.0,4.5,1,Delhi,2026-06-28,11
2026-06-28 12:00:00,40.7,32.0,14.0,5.3,95,Delhi,2026-06-28,12
2026-06-28 13:00:00,41.5,29.0,21.0,6.9,1,Delhi,2026-06-28,13
2026-06-28 14:00:00,41.6,29.0,29.0,8.5,1,Delhi,2026-06-28,14
2026-06-28 15:00:00,41.3,30.0,37.0,8.0,1,Delhi,2026-06-28,15
2026-06-28 16:00:00,40.9,30.0,46.0,9.0,1,Delhi,2026-06-28,16
2026-06-28 17:00:00,39.9,31.0,49.0,11.0,1,Delhi,2026-06-28,17
2026-06-28 18:00:00,39.0,33.0,44.0,7.9,0,Delhi,2026-06-28,18
2026-06-28 19:00:00,38.1,35.0,34.0,6.1,0,Delhi,2026-06-28,19
2026-06-28 20:00:00,37.5,39.0,24.0,4.1,0,Delhi,2026-06-28,20
2026-06-28 21:00:00,36.7,43.0,15.0,3.6,0,Delhi,2026-06-28,21
2026-06-28 22:00:00,36.0,48.0,7.0,4.3,95,Delhi,2026-06-28,22
2026-06-28 23:00:00,35.4,51.0,2.0,4.5,95,Delhi,2026-06-28,23
2026-06-29 00:00:00,35.2,52.0,1.0,2.0,95,Delhi,2026-06-29,0
2026-06-29 01:00:00,34.8,52.0,3.0,4.6,0,Delhi,2026-06-29,1
2026-06-29 02:00:00,34.2,54.0,6.0,2.9,0,Delhi,2026-06-29,2
2026-06-29 03:00:00,33.7,56.0,12.0,2.7,0,Delhi,2026-06-29,3
2026-06-29 04:00:00,32.6,61.0,20.0,7.3,0,Delhi,2026-06-29,4
2026-06-29 05:00:00,31.8,65.0,25.0,8.8,0,Delhi,2026-06-29,5
2026-06-29 06:00:00,31.9,61.0,27.0,9.9,0,Delhi,2026-06-29,6
2026-06-29 07:00:00,32.5,55.0,27.0,11.4,0,Delhi,2026-06-29,7
2026-06-29 08:00:00,34.2,50.0,25.0,9.2,0,Delhi,2026-06-29,8
2026-06-29 09:00:00,36.2,44.0,19.0,10.0,95,Delhi,2026-06-29,9
2026-06-29 10:00:00,37.7,40.0,11.0,10.1,0,Delhi,2026-06-29,10
2026-06-29 11:00:00,39.0,37.0,8.0,8.9,0,Delhi,2026-06-29,11
2026-06-29 12:00:00,40.1,34.0,14.0,7.6,0,Delhi,2026-06-29,12
2026-06-29 13:00:00,41.0,32.0,25.0,8.8,95,Delhi,2026-06-29,13
2026-06-29 14:00:00,41.1,32.0,33.0,11.6,95,Delhi,2026-06-29,14
2026-06-29 15:00:00,40.9,33.0,36.0,11.7,95,Delhi,2026-06-29,15
2026-06-29 16:00:00,40.5,34.0,36.0,12.0,95,Delhi,2026-06-29,16
2026-06-29 17:00:00,39.9,34.0,35.0,12.2,95,Delhi,2026-06-29,17
2026-06-29 18:00:00,39.3,35.0,33.0,11.0,95,Delhi,2026-06-29,18
2026-06-29 19:00:00,38.7,37.0,29.0,9.0,95,Delhi,2026-06-29,19
2026-06-29 20:00:00,38.0,39.0,25.0,6.7,95,Delhi,2026-06-29,20
2026-06-29 21:00:00,37.3,41.0,18.0,3.9,0,Delhi,2026-06-29,21
2026-06-29 22:00:00,36.6,45.0,10.0,1.2,0,Delhi,2026-06-29,22
2026-06-29 23:00:00,35.9,48.0,6.0,2.2,0,Delhi,2026-06-29,23
2026-06-30 00:00:00,35.3,50.0,11.0,2.5,0,Delhi,2026-06-30,0
2026-06-30 01:00:00,34.8,51.0,21.0,2.5,0,Delhi,2026-06-30,1
2026-06-30 02:00:00,34.4,52.0,29.0,2.3,0,Delhi,2026-06-30,2
2026-06-30 03:00:00,34.1,52.0,32.0,2.0,0,Delhi,2026-06-30,3
2026-06-30 04:00:00,33.9,51.0,33.0,3.8,1,Delhi,2026-06-30,4
2026-06-30 05:00:00,33.8,51.0,33.0,4.7,1,Delhi,2026-06-30,5
2026-06-30 06:00:00,33.7,54.0,32.0,2.4,1,Delhi,2026-06-30,6
2026-06-30 07:00:00,33.6,57.0,30.0,1.9,95,Delhi,2026-06-30,7
2026-06-30 08:00:00,34.1,58.0,27.0,3.8,95,Delhi,2026-06-30,8
2026-06-30 09:00:00,35.6,51.0,21.0,3.6,95,Delhi,2026-06-30,9
2026-06-30 10:00:00,37.6,42.0,14.0,7.3,0,Delhi,2026-06-30,10
2026-06-30 11:00:00,39.2,36.0,10.0,11.1,0,Delhi,2026-06-30,11
2026-06-30 12:00:00,40.2,34.0,13.0,12.3,0,Delhi,2026-06-30,12
2026-06-30 13:00:00,40.9,34.0,19.0,12.1,95,Delhi,2026-06-30,13
2026-06-30 14:00:00,41.0,34.0,25.0,12.3,95,Delhi,2026-06-30,14
2026-06-30 15:00:00,40.3,35.0,32.0,13.6,96,Delhi,2026-06-30,15
2026-06-30 16:00:00,39.1,37.0,40.0,15.3,95,Delhi,2026-06-30,16
2026-06-30 17:00:00,37.8,40.0,43.0,14.8,95,Delhi,2026-06-30,17
2026-06-30 18:00:00,36.8,45.0,38.0,10.1,51,Delhi,2026-06-30,18
2026-06-30 19:00:00,35.8,51.0,29.0,5.7,51,Delhi,2026-06-30,19
2026-06-30 20:00:00,34.9,56.0,20.0,7.8,51,Delhi,2026-06-30,20
2026-06-30 21:00:00,34.3,59.0,12.0,8.1,1,Delhi,2026-06-30,21
2026-06-30 22:00:00,33.7,60.0,4.0,6.9,1,Delhi,2026-06-30,22
2026-06-30 23:00:00,33.1,61.0,2.0,5.7,2,Delhi,2026-06-30,23
2026-07-01 00:00:00,32.3,65.0,10.0,4.5,51,Delhi,2026-07-01,0
2026-07-01 01:00:00,31.4,70.0,23.0,4.5,51,Delhi,2026-07-01,1
2026-07-01 02:00:00,30.6,75.0,33.0,5.1,51,Delhi,2026-07-01,2
