time,temperature_2m,relative_humidity_2m,precipitation_probability,windspeed_10m,weathercode,city,date,hour
2026-08-10 00:00:00,28.8,86.0,30.0,3.7,51,Delhi,2026-08-10,0
2026-08-10 01:00:00,27.4,89.0,50.0,10.8,95,Delhi,2026-08-10,1
2026-08-10 02:00:00,26.5,94.0,61.0,4.6,51,Delhi,2026-08-10,2
2026-08-10 03:00:00,26.8,94.0,53.0,4.7,3,Delhi,2026-08-10,3
2026-08-10 04:00:00,27.1,94.0,34.0,5.5,3,Delhi,2026-08-10,4
2026-08-10 05:00:00,27.3,94.0,20.0,6.5,3,Delhi,2026-08-10,5
2026-08-10 06:00:00,27.6,94.0,14.0,7.3,3,Delhi,2026-08-10,6
2026-08-10 07:00:00,28.3,92.0,12.0,5.8,3,Delhi,2026-08-10,7
2026-08-10 08:00:00,29.2,87.0,14.0,7.1,3,Delhi,2026-08-10,8
2026-08-10 09:00:00,30.1,82.0,23.0,7.0,51,Delhi,2026-08-10,9
2026-08-10 10:00:00,31.0,77.0,36.0,5.1,51,Delhi,2026-08-10,10
2026-08-10 11:00:00,31.7,75.0,49.0,3.4,3,Delhi,2026-08-10,11
2026-08-10 12:00:00,32.2,72.0,60.0,3.6,3,Delhi,2026-08-10,12
2026-08-10 13:00:00,32.5,72.0,69.0,3.2,2,Delhi,2026-08-10,13
2026-08-10 14:00:00,32.6,73.0,75.0,3.6,95,Delhi,2026-08-10,14
2026-08-10 15:00:00,32.2,73.0,76.0,2.9,95,Delhi,2026-08-10,15
2026-08-10 16:00:00,32.4,72.0,73.0,5.0,95,Delhi,2026-08-10,16
2026-08-10 17:00:00,29.3,86.0,69.0,3.8,95,Delhi,2026-08-10,17
2026-08-10 18:00:00,28.7,90.0,64.0,6.3,51,Delhi,2026-08-10,18
2026-08-10 19:00:00,28.3,93.0,58.0,5.9,51,Delhi,2026-08-10,19
2026-08-10 20:00:00,28.0,93.0,51.0,6.8,3,Delhi,2026-08-10,20
2026-08-10 21:00:00,27.8,93.0,39.0,5.3,3,Delhi,2026-08-10,21
2026-08-10 22:00:00,27.6,93.0,26.0,5.9,3,Delhi,2026-08-10,22
2026-08-10 23:00:00,27.5,93.0,20.0,6.6,3,Delhi,2026-08-10,23
2026-08-11 00:00:00,27.5,93.0,25.0,5.0,3,Delhi,2026-08-11,0
2026-08-11 01:00:00,27.4,94.0,37.0,6.3,3,Delhi,2026-08-11,1
2026-08-11 02:00:00,27.4,94.0,49.0,8.4,3,Delhi,2026-08-11,2
2026-08-11 03:00:00,26.5,94.0,58.0,11.4,95,Delhi,2026-08-11,3
2026-08-11 04:00:00,26.4,96.0,66.0,2.3,95,Delhi,2026-08-11,4
2026-08-11 05:00:00,26.3,97.0,73.0,2.2,51,Delhi,2026-08-11,5
2026-08-11 06:00:00,26.5,96.0,80.0,5.9,3,Delhi,2026-08-11,6
2026-08-11 07:00:00,27.0,93.0,85.0,6.8,51,Delhi,2026-08-11,7
2026-08-11 08:00:00,26.8,94.0,90.0,8.4,96,Delhi,2026-08-11,8
2026-08-11 09:00:00,27.0,94.0,94.0,5.3,96,Delhi,2026-08-11,9
2026-08-11 10:00:00,28.5,89.0,96.0,4.6,95,Delhi,2026-08-11,10
2026-08-11 11:00:00,30.1,79.0,98.0,4.3,96,Delhi,2026-08-11,11
2026-08-11 12:00:00,29.8,78.0,99.0,4.4,51,Delhi,2026-08-11,12
2026-08-11 13:00:00,26.8,95.0,99.0,7.4,95,Delhi,2026-08-11,13
2026-08-11 14:00:00,27.8,92.0,98.0,4.6,80,Delhi,2026-08-11,14
2026-08-11 15:00:00,29.0,85.0,97.0,5.0,51,Delhi,2026-08-11,15
2026-08-11 16:00:00,29.2,83.0,95.0,6.3,51,Delhi,2026-08-11,16
2026-08-11 17:00:00,29.3,82.0,88.0,7.7,51,Delhi,2026-08-11,17
2026-08-11 18:00:00,28.8,85.0,72.0,7.3,2,Delhi,2026-08-11,18
2026-08-11 19:00:00,28.1,90.0,52.0,4.7,3,Delhi,2026-08-11,19
2026-08-11 20:00:00,27.9,92.0,35.0,2.5,2,Delhi,2026-08-11,20
2026-08-11 21:00:00,27.8,92.0,23.0,2.3,0,Delhi,2026-08-11,21
2026-08-11 22:00:00,27.8,92.0,15.0,0.5,1,Delhi,2026-08-11,22
2026-08-11 23:00:00,27.6,93.0,10.0,2.5,3,Delhi,2026-08-11,23
2026-08-12 00:00:00,27.5,93.0,10.0,4.3,3,Delhi,2026-08-12,0
2026-08-12 01:00:00,27.4,93.0,14.0,6.8,3,Delhi,2026-08-12,1
2026-08-12 02:00:00,27.0,94.0,18.0,6.9,2,Delhi,2026-08-12,2
2026-08-12 03:00:00,26.2,96.0,22.0,7.3,51,Delhi,2026-08-12,3
2026-08-12 04:00:00,25.6,97.0,27.0,5.9,51,Delhi,2026-08-12,4
2026-08-12 05:00:00,25.4,98.0,29.0,5.1,1,Delhi,2026-08-12,5
2026-08-12 06:00:00,25.5,97.0,25.0,5.5,1,Delhi,2026-08-12,6
2026-08-12 07:00:00,26.5,91.0,18.0,5.6,1,Delhi,2026-08-12,7
2026-08-12 08:00:00,28.0,86.0,16.0,5.9,2,Delhi,2026-08-12,8
2026-08-12 09:00:00,29.4,80.0,26.0,6.1,2,Delhi,2026-08-12,9
2026-08-12 10:00:00,30.6,74.0,41.0,5.9,0,Delhi,2026-08-12,10
2026-08-12 11:00:00,31.7,70.0,53.0,4.8,51,Delhi,2026-08-12,11
2026-08-12 12:00:00,32.7,66.0,60.0,4.2,51,Delhi,2026-08-12,12
2026-08-12 13:00:00,33.1,64.0,64.0,3.8,51,Delhi,2026-08-12,13
2026-08-12 14:00:00,33.5,63.0,65.0,4.0,51,Delhi,2026-08-12,14
2026-08-12 15:00:00,33.7,61.0,63.0,3.5,0,Delhi,2026-08-12,15
2026-08-12 16:00:00,33.5,62.0,58.0,3.1,51,Delhi,2026-08-12,16
2026-08-12 17:00:00,33.1,65.0,51.0,4.2,0,Delhi,2026-08-12,17
2026-08-12 18:00:00,32.1,75.0,43.0,2.8,0,Delhi,2026-08-12,18
2026-08-12 19:00:00,31.5,78.0,33.0,2.0,0,Delhi,2026-08-12,19
2026-08-12 20:00:00,31.1,80.0,25.0,1.5,0,Delhi,2026-08-12,20
2026-08-12 21:00:00,30.4,83.0,19.0,2.4,0,Delhi,2026-08-12,21
2026-08-12 22:00:00,30.0,84.0,14.0,3.6,0,Delhi,2026-08-12,22
2026-08-12 23:00:00,29.6,85.0,10.0,4.1,0,Delhi,2026-08-12,23
2026-08-13 00:00:00,29.2,86.0,7.0,5.8,1,Delhi,2026-08-13,0
2026-08-13 01:00:00,28.5,87.0,5.0,8.0,3,Delhi,2026-08-13,1
2026-08-13 02:00:00,27.8,89.0,6.0,6.2,3,Delhi,2026-08-13,2
2026-08-13 03:00:00,27.5,90.0,12.0,4.4,3,Delhi,2026-08-13,3
2026-08-13 04:00:00,27.3,91.0,21.0,3.5,0,Delhi,2026-08-13,4
2026-08-13 05:00:00,27.0,92.0,27.0,3.6,0,Delhi,2026-08-13,5
2026-08-13 06:00:00,27.1,92.0,26.0,4.6,0,Delhi,2026-08-13,6
2026-08-13 07:00:00,27.9,89.0,22.0,4.0,1,Delhi,2026-08-13,7
2026-08-13 08:00:00,28.9,86.0,20.0,2.9,1,Delhi,2026-08-13,8
2026-08-13 09:00:00,30.2,81.0,22.0,6.1,1,Delhi,2026-08-13,9
2026-08-13 10:00:00,30.6,78.0,26.0,7.1,0,Delhi,2026-08-13,10
2026-08-13 11:00:00,31.5,74.0,33.0,3.0,51,Delhi,2026-08-13,11
2026-08-13 12:00:00,32.7,69.0,47.0,3.1,51,Delhi,2026-08-13,12
2026-08-13 13:00:00,32.9,68.0,65.0,2.4,51,Delhi,2026-08-13,13
2026-08-13 14:00:00,33.4,65.0,76.0,2.2,51,Delhi,2026-08-13,14
2026-08-13 15:00:00,33.7,63.0,76.0,2.9,51,Delhi,2026-08-13,15
2026-08-13 16:00:00,33.5,64.0,70.0,4.8,0,Delhi,2026-08-13,16
2026-08-13 17:00:00,31.9,71.0,61.0,7.2,51,Delhi,2026-08-13,17
2026-08-13 18:00:00,30.9,78.0,50.0,4.6,95,Delhi,2026-08-13,18
2026-08-13 19:00:00,29.7,87.0,36.0,1.5,95,Delhi,2026-08-13,19
2026-08-13 20:00:00,28.7,94.0,25.0,4.0,53,Delhi,2026-08-13,20
2026-08-13 21:00:00,28.3,95.0,18.0,5.8,3,Delhi,2026-08-13,21
2026-08-13 22:00:00,28.2,94.0,14.0,6.8,3,Delhi,2026-08-13,22
2026-08-13 23:00:00,28.0,93.0,12.0,6.6,3,Delhi,2026-08-13,23
2026-08-14 00:00:00,27.8,93.0,14.0,4.2,51,Delhi,2026-08-14,0
