time,temperature_2m,relative_humidity_2m,precipitation_probability,windspeed_10m,weathercode,city,date,hour
2026-08-27 00:00:00,28.4,92.0,0.0,6.9,3,Delhi,2026-08-27,0
2026-08-27 01:00:00,28.1,92.0,0.0,7.4,3,Delhi,2026-08-27,1
2026-08-27 02:00:00,27.9,92.0,0.0,6.8,3,Delhi,2026-08-27,2
2026-08-27 03:00:00,27.6,92.0,0.0,5.5,3,Delhi,2026-08-27,3
2026-08-27 04:00:00,27.4,91.0,0.0,5.3,3,Delhi,2026-08-27,4
2026-08-27 05:00:00,28.3,90.0,0.0,5.7,3,Delhi,2026-08-27,5
2026-08-27 06:00:00,28.1,90.0,0.0,6.0,2,Delhi,2026-08-27,6
2026-08-27 07:00:00,29.0,88.0,0.0,6.7,3,Delhi,2026-08-27,7
2026-08-27 08:00:00,30.0,83.0,0.0,3.1,3,Delhi,2026-08-27,8
2026-08-27 09:00:00,30.6,81.0,7.0,2.2,3,Delhi,2026-08-27,9
2026-08-27 10:00:00,31.9,76.0,17.0,0.4,3,Delhi,2026-08-27,10
2026-08-27 11:00:00,32.8,70.0,25.0,1.7,3,Delhi,2026-08-27,11
2026-08-27 12:00:00,33.4,63.0,29.0,2.2,95,Delhi,2026-08-27,12
2026-08-27 13:00:00,32.8,65.0,31.0,8.0,2,Delhi,2026-08-27,13
2026-08-27 14:00:00,32.6,67.0,31.0,4.0,3,Delhi,2026-08-27,14
2026-08-27 15:00:00,33.1,62.0,29.0,4.0,2,Delhi,2026-08-27,15
2026-08-27 16:00:00,33.7,58.0,25.0,5.6,2,Delhi,2026-08-27,16
2026-08-27 17:00:00,33.1,64.0,20.0,4.8,1,Delhi,2026-08-27,17
2026-08-27 18:00:00,32.0,70.0,14.0,5.1,1,Delhi,2026-08-27,18
2026-08-27 19:00:00,31.2,74.0,7.0,3.3,3,Delhi,2026-08-27,19
2026-08-27 20:00:00,30.7,77.0,2.0,2.4,3,Delhi,2026-08-27,20
2026-08-27 21:00:00,30.3,79.0,0.0,2.8,3,Delhi,2026-08-27,21
2026-08-27 22:00:00,30.1,80.0,0.0,1.7,3,Delhi,2026-08-27,22
2026-08-27 23:00:00,29.5,80.0,0.0,3.8,3,Delhi,2026-08-27,23
2026-08-28 00:00:00,29.1,81.0,0.0,5.4,2,Delhi,2026-08-28,0
2026-08-28 01:00:00,28.6,82.0,0.0,4.9,1,Delhi,2026-08-28,1
2026-08-28 02:00:00,28.3,83.0,0.0,5.7,1,Delhi,2026-08-28,2
2026-08-28 03:00:00,28.1,83.0,1.0,8.0,2,Delhi,2026-08-28,3
2026-08-28 04:00:00,28.4,77.0,3.0,9.6,1,Delhi,2026-08-28,4
2026-08-28 05:00:00,28.1,77.0,4.0,9.9,0,Delhi,2026-08-28,5
2026-08-28 06:00:00,27.9,77.0,4.0,10.8,2,Delhi,2026-08-28,6
2026-08-28 07:00:00,28.5,75.0,4.0,10.4,3,Delhi,2026-08-28,7
2026-08-28 08:00:00,29.4,73.0,4.0,9.4,3,Delhi,2026-08-28,8
2026-08-28 09:00:00,30.5,69.0,3.0,10.6,2,Delhi,2026-08-28,9
2026-08-28 10:00:00,31.6,66.0,1.0,10.0,2,Delhi,2026-08-28,10
2026-08-28 11:00:00,32.7,62.0,0.0,9.0,2,Delhi,2026-08-28,11
2026-08-28 12:00:00,33.6,59.0,1.0,8.5,2,Delhi,2026-08-28,12
2026-08-28 13:00:00,34.1,56.0,3.0,8.5,1,Delhi,2026-08-28,13
2026-08-28 14:00:00,34.3,56.0,4.0,8.5,0,Delhi,2026-08-28,14
2026-08-28 15:00:00,34.5,55.0,3.0,8.7,0,Delhi,2026-08-28,15
2026-08-28 16:00:00,34.1,56.0,1.0,9.8,2,Delhi,2026-08-28,16
2026-08-28 17:00:00,33.4,61.0,0.0,7.9,2,Delhi,2026-08-28,17
