time,temperature_2m,relative_humidity_2m,precipitation_probability,windspeed_10m,weathercode,city,date,hour
2026-08-09 00:00:00,28.6,89.0,0.0,2.9,51,Delhi,2026-08-09,0
2026-08-09 01:00:00,28.3,90.0,4.0,3.0,51,Delhi,2026-08-09,1
2026-08-09 02:00:00,28.2,88.0,10.0,2.8,51,Delhi,2026-08-09,2
2026-08-09 03:00:00,26.7,95.0,11.0,8.3,53,Delhi,2026-08-09,3
2026-08-09 04:00:00,26.2,94.0,11.0,8.3,51,Delhi,2026-08-09,4
2026-08-09 05:00:00,26.2,93.0,10.0,5.4,51,Delhi,2026-08-09,5
2026-08-09 06:00:00,26.6,93.0,6.0,5.4,0,Delhi,2026-08-09,6
2026-08-09 07:00:00,27.7,91.0,2.0,4.0,0,Delhi,2026-08-09,7
2026-08-09 08:00:00,29.1,86.0,4.0,5.6,0,Delhi,2026-08-09,8
2026-08-09 09:00:00,30.3,78.0,20.0,8.6,51,Delhi,2026-08-09,9
2026-08-09 10:00:00,31.4,71.0,42.0,7.5,51,Delhi,2026-08-09,10
2026-08-09 11:00:00,32.1,67.0,59.0,6.5,51,Delhi,2026-08-09,11
2026-08-09 12:00:00,33.2,62.0,65.0,6.7,51,Delhi,2026-08-09,12
2026-08-09 13:00:00,33.0,63.0,66.0,7.6,51,Delhi,2026-08-09,13
2026-08-09 14:00:00,32.4,66.0,63.0,7.3,95,Delhi,2026-08-09,14
2026-08-09 15:00:00,32.3,68.0,54.0,3.6,51,Delhi,2026-08-09,15
2026-08-09 16:00:00,32.6,67.0,41.0,1.8,2,Delhi,2026-08-09,16
2026-08-09 17:00:00,32.5,67.0,31.0,2.1,2,Delhi,2026-08-09,17
2026-08-09 18:00:00,31.4,75.0,26.0,3.2,51,Delhi,2026-08-09,18
2026-08-09 19:00:00,30.5,82.0,23.0,3.8,51,Delhi,2026-08-09,19
2026-08-09 20:00:00,29.9,84.0,20.0,5.7,3,Delhi,2026-08-09,20
2026-08-09 21:00:00,29.3,87.0,16.0,5.6,3,Delhi,2026-08-09,21
2026-08-09 22:00:00,28.9,89.0,12.0,4.6,3,Delhi,2026-08-09,22
2026-08-09 23:00:00,28.5,91.0,10.0,4.5,3,Delhi,2026-08-09,23
2026-08-10 00:00:00,28.1,92.0,10.0,5.1,3,Delhi,2026-08-10,0
2026-08-10 01:00:00,27.8,93.0,12.0,4.1,3,Delhi,2026-08-10,1
2026-08-10 02:00:00,27.6,93.0,14.0,3.6,3,Delhi,2026-08-10,2
2026-08-10 03:00:00,27.4,94.0,17.0,5.7,3,Delhi,2026-08-10,3
2026-08-10 04:00:00,26.6,95.0,20.0,3.3,2,Delhi,2026-08-10,4
2026-08-10 05:00:00,26.6,95.0,22.0,3.8,2,Delhi,2026-08-10,5
2026-08-10 06:00:00,26.7,94.0,19.0,4.5,2,Delhi,2026-08-10,6
2026-08-10 07:00:00,27.3,92.0,15.0,2.9,2,Delhi,2026-08-10,7
2026-08-10 08:00:00,28.3,89.0,16.0,3.5,51,Delhi,2026-08-10,8
2026-08-10 09:00:00,29.4,85.0,27.0,3.8,51,Delhi,2026-08-10,9
2026-08-10 10:00:00,30.3,80.0,44.0,2.9,95,Delhi,2026-08-10,10
2026-08-10 11:00:00,30.5,78.0,59.0,2.7,95,Delhi,2026-08-10,11
2026-08-10 12:00:00,30.9,77.0,69.0,4.1,95,Delhi,2026-08-10,12
2026-08-10 13:00:00,31.0,77.0,77.0,4.1,95,Delhi,2026-08-10,13
2026-08-10 14:00:00,31.2,79.0,82.0,1.1,95,Delhi,2026-08-10,14
2026-08-10 15:00:00,28.5,91.0,85.0,8.0,96,Delhi,2026-08-10,15
2026-08-10 16:00:00,28.8,88.0,85.0,3.1,53,Delhi,2026-08-10,16
2026-08-10 17:00:00,29.3,86.0,82.0,2.4,3,Delhi,2026-08-10,17
2026-08-10 18:00:00,29.1,87.0,73.0,3.3,3,Delhi,2026-08-10,18
2026-08-10 19:00:00,28.7,91.0,60.0,3.8,3,Delhi,2026-08-10,19
2026-08-10 20:00:00,28.5,92.0,49.0,4.7,3,Delhi,2026-08-10,20
2026-08-10 21:00:00,28.4,93.0,40.0,2.7,3,Delhi,2026-08-10,21
2026-08-10 22:00:00,28.4,93.0,33.0,4.6,3,Delhi,2026-08-10,22
2026-08-10 23:00:00,27.8,91.0,29.0,8.8,96,Delhi,2026-08-10,23
2026-08-11 00:00:00,26.2,97.0,31.0,9.3,96,Delhi,2026-08-11,0
2026-08-11 01:00:00,25.7,98.0,36.0,8.0,95,Delhi,2026-08-11,1
2026-08-11 02:00:00,25.5,98.0,43.0,4.2,95,Delhi,2026-08-11,2
2026-08-11 03:00:00,25.5,98.0,52.0,5.2,53,Delhi,2026-08-11,3
2026-08-11 04:00:00,25.5,98.0,61.0,5.6,51,Delhi,2026-08-11,4
2026-08-11 05:00:00,25.5,98.0,69.0,3.6,51,Delhi,2026-08-11,5
2026-08-11 06:00:00,25.9,97.0,72.0,6.1,3,Delhi,2026-08-11,6
2026-08-11 07:00:00,26.4,94.0,73.0,6.5,3,Delhi,2026-08-11,7
2026-08-11 08:00:00,26.8,92.0,75.0,7.5,3,Delhi,2026-08-11,8
2026-08-11 09:00:00,28.0,88.0,82.0,8.3,51,Delhi,2026-08-11,9
2026-08-11 10:00:00,28.6,86.0,90.0,6.5,95,Delhi,2026-08-11,10
2026-08-11 11:00:00,29.3,84.0,96.0,5.5,95,Delhi,2026-08-11,11
2026-08-11 12:00:00,29.8,82.0,98.0,6.4,96,Delhi,2026-08-11,12
2026-08-11 13:00:00,30.3,79.0,99.0,4.8,95,Delhi,2026-08-11,13
2026-08-11 14:00:00,27.8,89.0,98.0,8.2,96,Delhi,2026-08-11,14
2026-08-11 15:00:00,28.1,89.0,98.0,4.0,96,Delhi,2026-08-11,15
2026-08-11 16:00:00,28.4,88.0,97.0,4.7,51,Delhi,2026-08-11,16
2026-08-11 17:00:00,29.0,84.0,92.0,7.3,51,Delhi,2026-08-11,17
2026-08-11 18:00:00,28.7,86.0,78.0,5.6,1,Delhi,2026-08-11,18
2026-08-11 19:00:00,28.0,90.0,60.0,4.1,1,Delhi,2026-08-11,19
2026-08-11 20:00:00,27.8,92.0,43.0,3.1,1,Delhi,2026-08-11,20
2026-08-11 21:00:00,27.6,93.0,30.0,4.1,1,Delhi,2026-08-11,21
2026-08-11 22:00:00,27.4,93.0,19.0,3.7,1,Delhi,2026-08-11,22
2026-08-11 23:00:00,27.3,94.0,12.0,2.0,1,Delhi,2026-08-11,23
2026-08-12 00:00:00,27.1,94.0,11.0,4.5,1,Delhi,2026-08-12,0
2026-08-12 01:00:00,27.1,94.0,13.0,5.2,1,Delhi,2026-08-12,1
2026-08-12 02:00:00,27.0,95.0,16.0,6.7,2,Delhi,2026-08-12,2
2026-08-12 03:00:00,26.7,95.0,18.0,5.9,3,Delhi,2026-08-12,3
2026-08-12 04:00:00,26.6,94.0,21.0,6.7,3,Delhi,2026-08-12,4
2026-08-12 05:00:00,26.5,95.0,22.0,5.5,3,Delhi,2026-08-12,5
2026-08-12 06:00:00,26.5,95.0,19.0,2.7,3,Delhi,2026-08-12,6
2026-08-12 07:00:00,27.1,92.0,15.0,3.1,3,Delhi,2026-08-12,7
2026-08-12 08:00:00,28.5,84.0,16.0,2.4,3,Delhi,2026-08-12,8
2026-08-12 09:00:00,29.7,80.0,29.0,3.4,3,Delhi,2026-08-12,9
2026-08-12 10:00:00,30.8,74.0,49.0,5.4,51,Delhi,2026-08-12,10
2026-08-12 11:00:00,31.9,69.0,63.0,5.2,95,Delhi,2026-08-12,11
2026-08-12 12:00:00,32.7,66.0,67.0,5.4,51,Delhi,2026-08-12,12
2026-08-12 13:00:00,33.3,64.0,67.0,5.2,51,Delhi,2026-08-12,13
2026-08-12 14:00:00,33.7,62.0,63.0,4.3,51,Delhi,2026-08-12,14
2026-08-12 15:00:00,33.8,60.0,56.0,3.0,51,Delhi,2026-08-12,15
2026-08-12 16:00:00,33.8,60.0,46.0,1.9,0,Delhi,2026-08-12,16
2026-08-12 17:00:00,33.4,61.0,37.0,1.3,51,Delhi,2026-08-12,17
2026-08-12 18:00:00,32.6,67.0,30.0,1.1,0,Delhi,2026-08-12,18
2026-08-12 19:00:00,31.6,76.0,23.0,1.9,0,Delhi,2026-08-12,19
2026-08-12 20:00:00,30.6,84.0,18.0,2.8,0,Delhi,2026-08-12,20
2026-08-12 21:00:00,30.0,86.0,13.0,3.2,0,Delhi,2026-08-12,21
