time,temperature_2m,relative_humidity_2m,precipitation_probability,windspeed_10m,weathercode,city,date,hour
2026-08-28 00:00:00,28.4,88.0,0.0,7.6,1,Delhi,2026-08-28,0
2026-08-28 01:00:00,28.0,89.0,0.0,6.3,1,Delhi,2026-08-28,1
2026-08-28 02:00:00,27.8,89.0,0.0,5.0,2,Delhi,2026-08-28,2
2026-08-28 03:00:00,27.9,86.0,0.0,6.8,3,Delhi,2026-08-28,3
2026-08-28 04:00:00,28.3,77.0,0.0,9.4,1,Delhi,2026-08-28,4
2026-08-28 05:00:00,26.2,94.0,0.0,13.9,3,Delhi,2026-08-28,5
2026-08-28 06:00:00,27.0,89.0,0.0,9.8,53,Delhi,2026-08-28,6
2026-08-28 07:00:00,28.1,88.0,0.0,7.4,3,Delhi,2026-08-28,7
2026-08-28 08:00:00,29.5,80.0,0.0,6.2,2,Delhi,2026-08-28,8
2026-08-28 09:00:00,30.8,70.0,0.0,11.2,1,Delhi,2026-08-28,9
2026-08-28 10:00:00,31.9,65.0,0.0,10.2,2,Delhi,2026-08-28,10
2026-08-28 11:00:00,32.8,62.0,0.0,9.0,1,Delhi,2026-08-28,11
2026-08-28 12:00:00,33.5,58.0,0.0,9.4,0,Delhi,2026-08-28,12
2026-08-28 13:00:00,33.9,56.0,0.0,9.1,0,Delhi,2026-08-28,13
2026-08-28 14:00:00,34.1,54.0,0.0,11.1,0,Delhi,2026-08-28,14
2026-08-28 15:00:00,34.1,54.0,0.0,11.6,1,Delhi,2026-08-28,15
2026-08-28 16:00:00,33.9,54.0,0.0,11.6,1,Delhi,2026-08-28,16
2026-08-28 17:00:00,33.1,59.0,0.0,8.6,1,Delhi,2026-08-28,17
2026-08-28 18:00:00,31.7,69.0,0.0,4.2,1,Delhi,2026-08-28,18
2026-08-28 19:00:00,30.8,72.0,0.0,4.0,0,Delhi,2026-08-28,19
2026-08-28 20:00:00,30.1,76.0,0.0,4.4,1,Delhi,2026-08-28,20
2026-08-28 21:00:00,29.6,78.0,0.0,4.1,1,Delhi,2026-08-28,21
2026-08-28 22:00:00,29.2,78.0,0.0,4.6,3,Delhi,2026-08-28,22
2026-08-28 23:00:00,28.9,78.0,0.0,4.9,3,Delhi,2026-08-28,23
2026-08-29 00:00:00,28.5,78.0,0.0,5.9,3,Delhi,2026-08-29,0
2026-08-29 01:00:00,28.2,76.0,0.0,6.8,3,Delhi,2026-08-29,1
2026-08-29 02:00:00,27.6,77.0,0.0,7.4,3,Delhi,2026-08-29,2
2026-08-29 03:00:00,27.3,78.0,0.0,8.3,3,Delhi,2026-08-29,3
2026-08-29 04:00:00,26.9,79.0,0.0,8.6,3,Delhi,2026-08-29,4
2026-08-29 05:00:00,26.6,80.0,0.0,8.8,2,Delhi,2026-08-29,5
