time,temperature_2m,relative_humidity_2m,precipitation_probability,windspeed_10m,weathercode,city,date,hour
2026-06-10 00:00:00,35.3,28.0,1.0,9.7,1,Delhi,2026-06-10,0
2026-06-10 01:00:00,34.4,28.0,1.0,6.2,1,Delhi,2026-06-10,1
2026-06-10 02:00:00,33.7,29.0,2.0,6.7,1,Delhi,2026-06-10,2
2026-06-10 03:00:00,33.2,30.0,1.0,5.1,0,Delhi,2026-06-10,3
2026-06-10 04:00:00,32.7,31.0,0.0,8.2,0,Delhi,2026-06-10,4
2026-06-10 05:00:00,32.3,35.0,2.0,6.7,1,Delhi,2026-06-10,5
2026-06-10 06:00:00,33.0,39.0,10.0,2.2,0,Delhi,2026-06-10,6
2026-06-10 07:00:00,31.7,39.0,20.0,14.6,1,Delhi,2026-06-10,7
2026-06-10 08:00:00,33.0,41.0,25.0,8.2,0,Delhi,2026-06-10,8
2026-06-10 09:00:00,36.4,39.0,21.0,8.9,0,Delhi,2026-06-10,9
2026-06-10 10:00:00,38.7,37.0,12.0,12.8,0,Delhi,2026-06-10,10
2026-06-10 11:00:00,40.3,33.0,6.0,13.3,0,Delhi,2026-06-10,11
2026-06-10 12:00:00,41.4,29.0,7.0,13.2,0,Delhi,2026-06-10,12
2026-06-10 13:00:00,42.1,25.0,11.0,13.3,1,Delhi,2026-06-10,13
2026-06-10 14:00:00,42.6,23.0,18.0,13.2,1,Delhi,2026-06-10,14
2026-06-10 15:00:00,42.4,22.0,32.0,14.0,1,Delhi,2026-06-10,15
2026-06-10 16:00:00,41.9,24.0,50.0,15.0,0,Delhi,2026-06-10,16
2026-06-10 17:00:00,40.7,24.0,57.0,13.0,51,Delhi,2026-06-10,17
2026-06-10 18:00:00,39.9,27.0,45.0,11.0,0,Delhi,2026-06-10,18
2026-06-10 19:00:00,38.8,32.0,23.0,8.3,0,Delhi,2026-06-10,19
2026-06-10 20:00:00,38.0,34.0,6.0,6.9,0,Delhi,2026-06-10,20
2026-06-10 21:00:00,37.7,34.0,0.0,5.8,0,Delhi,2026-06-10,21
2026-06-10 22:00:00,37.4,35.0,0.0,3.8,1,Delhi,2026-06-10,22
2026-06-10 23:00:00,36.9,35.0,0.0,4.5,0,Delhi,2026-06-10,23
2026-06-11 00:00:00,35.8,38.0,2.0,4.3,1,Delhi,2026-06-11,0
2026-06-11 01:00:00,34.6,44.0,5.0,2.1,51,Delhi,2026-06-11,1
2026-06-11 02:00:00,33.9,45.0,8.0,6.9,1,Delhi,2026-06-11,2
2026-06-11 03:00:00,32.8,48.0,9.0,6.9,0,Delhi,2026-06-11,3
2026-06-11 04:00:00,31.8,51.0,9.0,8.4,0,Delhi,2026-06-11,4
2026-06-11 05:00:00,31.2,54.0,12.0,7.2,0,Delhi,2026-06-11,5
2026-06-11 06:00:00,31.0,54.0,20.0,7.9,1,Delhi,2026-06-11,6
2026-06-11 07:00:00,28.3,62.0,30.0,6.0,51,Delhi,2026-06-11,7
2026-06-11 08:00:00,30.2,58.0,37.0,4.7,53,Delhi,2026-06-11,8
2026-06-11 09:00:00,31.5,55.0,39.0,9.9,51,Delhi,2026-06-11,9
2026-06-11 10:00:00,32.1,56.0,37.0,5.4,51,Delhi,2026-06-11,10
2026-06-11 11:00:00,34.3,50.0,33.0,9.1,51,Delhi,2026-06-11,11
2026-06-11 12:00:00,35.4,49.0,24.0,9.8,51,Delhi,2026-06-11,12
2026-06-11 13:00:00,36.5,46.0,13.0,10.5,51,Delhi,2026-06-11,13
2026-06-11 14:00:00,37.8,42.0,8.0,9.9,95,Delhi,2026-06-11,14
2026-06-11 15:00:00,38.2,40.0,14.0,10.1,0,Delhi,2026-06-11,15
2026-06-11 16:00:00,38.3,38.0,27.0,10.5,0,Delhi,2026-06-11,16
2026-06-11 17:00:00,37.9,38.0,37.0,10.0,0,Delhi,2026-06-11,17
2026-06-11 18:00:00,37.1,40.0,41.0,13.6,0,Delhi,2026-06-11,18
2026-06-11 19:00:00,32.5,55.0,43.0,10.4,51,Delhi,2026-06-11,19
2026-06-11 20:00:00,27.1,87.0,47.0,18.0,81,Delhi,2026-06-11,20
2026-06-11 21:00:00,27.6,85.0,58.0,14.1,55,Delhi,2026-06-11,21
2026-06-11 22:00:00,27.2,90.0,71.0,9.1,81,Delhi,2026-06-11,22
2026-06-11 23:00:00,26.5,93.0,78.0,15.2,81,Delhi,2026-06-11,23
2026-06-12 00:00:00,25.9,90.0,73.0,21.2,53,Delhi,2026-06-12,0
2026-06-12 01:00:00,26.6,85.0,61.0,18.9,3,Delhi,2026-06-12,1
2026-06-12 02:00:00,26.4,84.0,51.0,14.3,3,Delhi,2026-06-12,2
2026-06-12 03:00:00,26.5,83.0,44.0,10.0,0,Delhi,2026-06-12,3
2026-06-12 04:00:00,26.4,85.0,39.0,9.1,0,Delhi,2026-06-12,4
2026-06-12 05:00:00,26.3,87.0,39.0,4.5,2,Delhi,2026-06-12,5
2026-06-12 06:00:00,26.1,87.0,47.0,13.4,51,Delhi,2026-06-12,6
2026-06-12 07:00:00,26.3,85.0,60.0,12.6,51,Delhi,2026-06-12,7
2026-06-12 08:00:00,27.2,82.0,69.0,16.5,0,Delhi,2026-06-12,8
2026-06-12 09:00:00,28.8,76.0,69.0,14.4,0,Delhi,2026-06-12,9
2026-06-12 10:00:00,30.6,68.0,64.0,2.9,3,Delhi,2026-06-12,10
2026-06-12 11:00:00,26.9,86.0,59.0,13.3,80,Delhi,2026-06-12,11
2026-06-12 12:00:00,27.7,83.0,56.0,13.8,80,Delhi,2026-06-12,12
2026-06-12 13:00:00,28.9,76.0,53.0,6.6,81,Delhi,2026-06-12,13
2026-06-12 14:00:00,30.0,72.0,49.0,13.2,53,Delhi,2026-06-12,14
2026-06-12 15:00:00,31.9,67.0,40.0,3.3,95,Delhi,2026-06-12,15
2026-06-12 16:00:00,32.2,64.0,30.0,7.1,95,Delhi,2026-06-12,16
2026-06-12 17:00:00,32.2,63.0,25.0,7.7,95,Delhi,2026-06-12,17
2026-06-12 18:00:00,31.4,69.0,28.0,6.6,95,Delhi,2026-06-12,18
2026-06-12 19:00:00,30.3,73.0,37.0,8.1,95,Delhi,2026-06-12,19
2026-06-12 20:00:00,29.8,75.0,43.0,7.1,0,Delhi,2026-06-12,20
2026-06-12 21:00:00,29.5,76.0,46.0,8.0,0,Delhi,2026-06-12,21
2026-06-12 22:00:00,29.1,76.0,47.0,8.7,0,Delhi,2026-06-12,22
2026-06-12 23:00:00,28.8,76.0,45.0,8.7,0,Delhi,2026-06-12,23
2026-06-13 00:00:00,26.2,82.0,40.0,12.9,3,Delhi,2026-06-13,0
2026-06-13 01:00:00,23.8,98.0,32.0,9.3,81,Delhi,2026-06-13,1
2026-06-13 02:00:00,23.8,99.0,25.0,15.4,80,Delhi,2026-06-13,2
2026-06-13 03:00:00,23.9,99.0,19.0,10.2,51,Delhi,2026-06-13,3
2026-06-13 04:00:00,24.0,95.0,14.0,10.3,0,Delhi,2026-06-13,4
2026-06-13 05:00:00,24.0,94.0,10.0,10.1,0,Delhi,2026-06-13,5
2026-06-13 06:00:00,24.4,91.0,8.0,8.4,1,Delhi,2026-06-13,6
2026-06-13 07:00:00,25.5,87.0,7.0,7.5,0,Delhi,2026-06-13,7
2026-06-13 08:00:00,27.2,80.0,8.0,7.6,0,Delhi,2026-06-13,8
2026-06-13 09:00:00,29.0,73.0,12.0,5.8,0,Delhi,2026-06-13,9
