time,temperature_2m,relative_humidity_2m,precipitation_probability,windspeed_10m,weathercode,city,date,hour
2026-09-13 00:00:00,28.5,85.0,7.0,6.2,3,Delhi,2026-09-13,0
2026-09-13 01:00:00,28.1,86.0,16.0,6.4,3,Delhi,2026-09-13,1
2026-09-13 02:00:00,27.7,88.0,22.0,6.8,3,Delhi,2026-09-13,2
2026-09-13 03:00:00,27.5,90.0,21.0,7.8,3,Delhi,2026-09-13,3
2026-09-13 04:00:00,27.3,90.0,17.0,7.4,3,Delhi,2026-09-13,4
2026-09-13 05:00:00,27.1,91.0,14.0,7.3,2,Delhi,2026-09-13,5
2026-09-13 06:00:00,26.9,92.0,12.0,7.6,1,Delhi,2026-09-13,6
2026-09-13 07:00:00,27.5,90.0,10.0,7.1,3,Delhi,2026-09-13,7
2026-09-13 08:00:00,28.6,83.0,12.0,8.1,3,Delhi,2026-09-13,8
2026-09-13 09:00:00,29.9,74.0,21.0,10.0,3,Delhi,2026-09-13,9
2026-09-13 10:00:00,30.9,68.0,35.0,10.5,51,Delhi,2026-09-13,10
2026-09-13 11:00:00,31.5,65.0,47.0,11.1,51,Delhi,2026-09-13,11
2026-09-13 12:00:00,31.6,65.0,57.0,9.2,51,Delhi,2026-09-13,12
2026-09-13 13:00:00,32.2,64.0,67.0,8.1,95,Delhi,2026-09-13,13
2026-09-13 14:00:00,32.2,64.0,73.0,7.4,51,Delhi,2026-09-13,14
2026-09-13 15:00:00,30.6,70.0,78.0,10.1,51,Delhi,2026-09-13,15
2026-09-13 16:00:00,28.8,81.0,79.0,8.3,96,Delhi,2026-09-13,16
2026-09-13 17:00:00,28.1,84.0,73.0,8.4,51,Delhi,2026-09-13,17
2026-09-13 18:00:00,27.6,85.0,52.0,7.8,1,Delhi,2026-09-13,18
2026-09-13 19:00:00,27.3,87.0,23.0,6.5,1,Delhi,2026-09-13,19
2026-09-13 20:00:00,27.1,89.0,2.0,7.7,0,Delhi,2026-09-13,20
2026-09-13 21:00:00,27.0,90.0,0.0,8.3,1,Delhi,2026-09-13,21
2026-09-13 22:00:00,26.9,90.0,0.0,8.6,0,Delhi,2026-09-13,22
2026-09-13 23:00:00,26.7,92.0,0.0,8.0,0,Delhi,2026-09-13,23
2026-09-14 00:00:00,26.4,93.0,1.0,7.8,0,Delhi,2026-09-14,0
2026-09-14 01:00:00,26.3,93.0,2.0,7.6,0,Delhi,2026-09-14,1
2026-09-14 02:00:00,26.1,93.0,4.0,8.1,51,Delhi,2026-09-14,2
2026-09-14 03:00:00,25.9,94.0,6.0,8.8,95,Delhi,2026-09-14,3
2026-09-14 04:00:00,25.6,97.0,9.0,10.3,51,Delhi,2026-09-14,4
2026-09-14 05:00:00,25.2,96.0,12.0,12.3,96,Delhi,2026-09-14,5
2026-09-14 06:00:00,25.2,97.0,14.0,11.0,51,Delhi,2026-09-14,6
2026-09-14 07:00:00,25.7,95.0,17.0,11.7,51,Delhi,2026-09-14,7
2026-09-14 08:00:00,26.5,90.0,25.0,10.9,2,Delhi,2026-09-14,8
2026-09-14 09:00:00,27.7,83.0,45.0,11.8,51,Delhi,2026-09-14,9
2026-09-14 10:00:00,28.7,77.0,72.0,11.2,51,Delhi,2026-09-14,10
2026-09-14 11:00:00,30.0,73.0,90.0,10.8,51,Delhi,2026-09-14,11
2026-09-14 12:00:00,30.7,73.0,93.0,9.3,51,Delhi,2026-09-14,12
2026-09-14 13:00:00,31.1,70.0,88.0,9.8,3,Delhi,2026-09-14,13
2026-09-14 14:00:00,29.2,75.0,84.0,10.4,51,Delhi,2026-09-14,14
2026-09-14 15:00:00,29.1,77.0,85.0,7.0,51,Delhi,2026-09-14,15
2026-09-14 16:00:00,29.5,76.0,85.0,8.5,51,Delhi,2026-09-14,16
2026-09-14 17:00:00,29.0,79.0,80.0,10.1,2,Delhi,2026-09-14,17
2026-09-14 18:00:00,28.1,84.0,62.0,8.2,1,Delhi,2026-09-14,18
2026-09-14 19:00:00,27.5,88.0,39.0,6.7,3,Delhi,2026-09-14,19
2026-09-14 20:00:00,26.8,91.0,20.0,7.9,3,Delhi,2026-09-14,20
2026-09-14 21:00:00,25.6,93.0,11.0,8.6,51,Delhi,2026-09-14,21
2026-09-14 22:00:00,25.2,94.0,8.0,8.0,2,Delhi,2026-09-14,22
2026-09-14 23:00:00,24.9,95.0,6.0,6.3,3,Delhi,2026-09-14,23
2026-09-15 00:00:00,24.8,96.0,5.0,5.7,3,Delhi,2026-09-15,0
2026-09-15 01:00:00,24.8,96.0,5.0,6.5,3,Delhi,2026-09-15,1
2026-09-15 02:00:00,24.7,96.0,6.0,6.0,3,Delhi,2026-09-15,2
2026-09-15 03:00:00,24.6,97.0,6.0,6.3,3,Delhi,2026-09-15,3
2026-09-15 04:00:00,24.5,98.0,6.0,6.0,3,Delhi,2026-09-15,4
2026-09-15 05:00:00,25.0,95.0,8.0,6.7,3,Delhi,2026-09-15,5
2026-09-15 06:00:00,25.2,94.0,10.0,6.9,3,Delhi,2026-09-15,6
2026-09-15 07:00:00,25.5,93.0,14.0,7.2,3,Delhi,2026-09-15,7
2026-09-15 08:00:00,25.9,91.0,22.0,7.4,51,Delhi,2026-09-15,8
2026-09-15 09:00:00,27.0,86.0,38.0,6.0,51,Delhi,2026-09-15,9
